# Words whose schwa nothing has verified, most frequent first.
# Answer one question per row: is each marked e the vowel of 'enak' (e)
# or of 'sedang' (schwa)? Put y or n in the last column; leave blank if unsure.
# The first 500 rows carry 77% of this group's weight in running text.
freq	word	pronunciation	schwa_decision	correct
1	metaforis	m e t a f o r i s	e1=e	
1	mesti	m ə s t i	e1=ə	
1	messenger	m ə s s ə ŋ ə r	e1=ə e2=ə e3=ə	
1	meskipin	m ə s k i p i n	e1=ə	
1	mesianik	m ə s i a n i k	e1=ə	
1	mesambel	m ə s a m b ə l	e1=ə e2=ə	
1	merril	m ə r r i l	e1=ə	
1	merkus	m ə r k u s	e1=ə	
1	merkava	m ə r k a v a	e1=ə	
1	merkantilisme	m e r k a n t i l i s m ə	e1=e e2=ə	
1	merevolusi	m ə r e v o l u s i	e1=ə e2=e	
1	merevitalisasi	m ə r e v i t a l i s a s i	e1=ə e2=e	
1	meresponsnya	m ə r e s p o n s ɲ a	e1=ə e2=e	
1	merenggut	m ə r ə ŋ ɡ u t	e1=ə e2=ə	
1	meregang	m ə r e ɡ a ŋ	e1=ə e2=e	
1	mereduplikasi	m ə r e d u p l i k a s i	e1=ə e2=e	
1	meredup	m ə r e d u p	e1=ə e2=e	
1	mercia	m ə r t͡ʃ i a	e1=ə	
1	merbuk	m ə r b u k	e1=ə	
1	meranun	m ə r a n u n	e1=ə	
1	merajalelanya	m ə r a d͡ʒ a l e l a ɲ a	e1=ə e2=e	
1	merajalela	m ə r a d͡ʒ a l e l a	e1=ə e2=e	
1	mer	m ə r	e1=ə	
1	menyembulkan	m ə ɲ ə m b u l k a n	e1=ə e2=ə	
1	menyeludupkan	m ə ɲ ə l u d u p k a n	e1=ə e2=ə	
1	menyelidikinya	m ə ɲ ə l i d i k i ɲ a	e1=ə e2=ə	
1	menyelenggarakan	m ə ɲ ə l ə ŋ ɡ a r a k a n	e1=ə e2=ə e3=ə	
1	menyeberangi	m ə ɲ ə b ə r a ŋ i	e1=ə e2=ə e3=ə	
1	menyeberang	m ə ɲ ə b ə r a ŋ	e1=ə e2=ə e3=ə	
1	menyamaratakan	m ə ɲ a m a r a t a k a n	e1=ə	
1	menyalahgunakan	m ə ɲ a l a h ɡ u n a k a n	e1=ə	
1	menujuk	m ə n u d͡ʒ u k	e1=ə	
1	mentranspor	m ə n t r a n s p o r	e1=ə	
1	mentransformasi	m ə n t r a n s f o r m a s i	e1=ə	
1	menteng	m ə n t e ŋ	e1=ə e2=e	
1	mensyaratkan	m ə n ʃ a r a t k a n	e1=ə	
1	menstandardisasi	m ə n s t a n d a r d i s a s i	e1=ə	
1	mensintesiskan	m ə n s i n t e s i s k a n	e1=ə e2=e	
1	mensintesis	m ə n s i n t e s i s	e1=ə e2=e	
1	menristek	m ə n r i s t e k	e1=ə e2=e	
1	menjepit	m ə n d͡ʒ ə p i t	e1=ə e2=ə	
1	menjenguk	m ə n d͡ʒ ə ŋ u k	e1=ə e2=ə	
1	menjejakkan	m ə n d͡ʒ ə d͡ʒ a k k a n	e1=ə e2=ə	
1	mengonsepkan	m ə ŋ o n s e p k a n	e1=ə e2=e	
1	mengoleskan	m ə ŋ o l e s k a n	e1=ə e2=e	
1	mengodekan	m ə ŋ o d e k a n	e1=ə e2=e	
1	mengode	m ə ŋ o d ə	e1=ə e2=ə	
1	mengoceh	m ə ŋ o t͡ʃ e h	e1=ə e2=e	
1	mengkarakterisasi	m ə ŋ k a r a k t ə r i s a s i	e1=ə e2=ə	
1	menginvestigasi	m ə ŋ i n v e s t i ɡ a s i	e1=ə e2=e	
1	mengintegrasikan	m ə ŋ i n t ə ɡ r a s i k a n	e1=ə e2=ə	
1	mengintegrasi	m ə ŋ i n t ə ɡ r a s i	e1=ə e2=ə	
1	menggelepai	m ə ŋ ɡ ə l ə p a j	e1=ə e2=ə e3=ə	
1	menggaet	m ə ŋ ɡ a e t	e1=ə e2=e	
1	mengerikan	m ə ŋ ə r i k a n	e1=ə e2=ə	
1	mengenang	m ə ŋ e n a ŋ	e1=ə e2=e	
1	mengembargo	m ə ŋ ə m b a r ɡ o	e1=ə e2=ə	
1	mengembara	m ə ŋ ə m b a r a	e1=ə e2=ə	
1	mengeluh	m ə ŋ ə l u h	e1=ə e2=ə	
1	mengeksitasi	m ə ŋ e k s i t a s i	e1=ə e2=e	
1	mengedalikan	m ə ŋ ə d a l i k a n	e1=ə e2=ə	
1	mengapresiasikan	m ə ŋ a p r e s i a s i k a n	e1=ə e2=e	
1	mengapresiasi	m ə ŋ a p r e s i a s i	e1=ə e2=e	
1	menetralkan	m ə n e t r a l k a n	e1=ə e2=e	
1	menetralisir	m ə n e t r a l i s i r	e1=ə e2=e	
1	meneror	m ə n ə r o r	e1=ə e2=ə	
1	meneroka	m ə n ə r o k a	e1=ə e2=ə	
1	menderai	m ə n d ə r a j	e1=ə e2=ə	
1	mendemonstrasikan	m ə n d ə m o n s t r a s i k a n	e1=ə e2=ə	
1	mendel	m ə n d ə l	e1=ə e2=ə	
1	mendekorasi	m ə n d e k o r a s i	e1=ə e2=e	
1	mendeklarasikannya	m ə n d e k l a r a s i k a n ɲ a	e1=ə e2=e	
1	mencetus	m ə n t͡ʃ e t u s	e1=ə e2=e	
1	mencerdaskan	m ə n t͡ʃ ə r d a s k a n	e1=ə e2=ə	
1	menceraikan	m ə n t͡ʃ ə r a i k a n	e1=ə e2=ə	
1	mencemooh	m ə n t͡ʃ ə m o o h	e1=ə e2=ə	
1	mencampuradukkan	m ə n t͡ʃ a m p u r a d u k k a n	e1=ə	
1	memproyeksikan	m ə m p r o j e k s i k a n	e1=ə e2=e	
1	memproteksi	m ə m p r o t e k s i	e1=ə e2=e	
1	mempromosikannya	m ə m p r o m o s i k a n ɲ a	e1=ə	
1	memprivatisasi	m ə m p r i v a t i s a s i	e1=ə	
1	memprakarsai	m ə m p r a k a r s a j	e1=ə	
1	memposisikan	m ə m p o s i s i k a n	e1=ə	
1	memperebutkan	m ə m p ə r ə b u t k a n	e1=ə e2=ə e3=ə	
1	memparodikan	m ə m p a r o d i k a n	e1=ə	
1	memopulerkan	m ə m o p u l e r k a n	e1=ə e2=e	
1	memoar	m ə m o a r	e1=ə	
1	memerangkap	m ə m ə r a ŋ k a p	e1=ə e2=ə	
1	memelintir	m ə m ə l i n t i r	e1=ə e2=ə	
1	membendung	m ə m b ə n d u ŋ	e1=ə e2=ə	
1	membelot	m ə m b ə l o t	e1=ə e2=ə	
1	membelit	m ə m b ə l i t	e1=ə e2=ə	
1	memar	m ə m a r	e1=ə	
1	melipatgandakan	m ə l i p a t ɡ a n d a k a n	e1=ə	
1	melepuh	m ə l ə p u h	e1=ə e2=ə	
1	melejit	m ə l ə d͡ʒ i t	e1=ə e2=ə	
1	melatarbelakanginya	m ə l a t a r b ə l a k a ŋ i ɲ a	e1=ə e2=ə	
1	melanesian	m ə l a n e s i a n	e1=ə e2=e	
1	melamed	m ə l a m e d	e1=ə e2=e	
1	mekanistik	m e k a n i s t i k	e1=e	
1	mekanismenya	m e k a n i s m ə ɲ a	e1=e e2=ə	
1	mekanis	m e k a n i s	e1=e	
1	megat	m ə ɡ a t	e1=ə	
1	meganesia	m e ɡ a n e s i a	e1=e e2=e	
1	megalitikum	m e ɡ a l i t i k u m	e1=e	
1	megakota	m e ɡ a k o t a	e1=e	
1	megah	m ə ɡ a h	e1=ə	
1	megadiversitas	m e ɡ a d i v ə r s i t a s	e1=e e2=ə	
1	medinat	m e d i n a t	e1=e	
1	medikasi	m e d i k a s i	e1=e	
1	medikalisasi	m e d i k a l i s a s i	e1=e	
1	mausoleum	m a u s o l e u m	e1=e	
1	matter	m a t t e r	e1=e	
1	matebian	m a t e b i a n	e1=e	
1	mate	m a t e	e1=e	
1	mastering	m a s t e r i ŋ	e1=e	
1	maser	m a s ə r	e1=ə	
1	masalembu	m a s a l ə m b u	e1=ə	
1	masalembo	m a s a l ə m b o	e1=ə	
1	marianne	m a r i a n ə	e1=ə	
1	mandelbaum	m a n d ə l b a u m	e1=ə	
1	mameluk	m a m ə l u k	e1=ə	
1	malware	m a l w a r e	e1=e	
1	malesia	m a l e s i a	e1=e	
1	malden	m a l d e n	e1=e	
1	makasae	m a k a s a ə	e1=ə	
1	magnetosfer	m a ɡ n e t o s f ə r	e1=e e2=ə	
1	magellan	m a ɡ ə l l a n	e1=ə	
1	madame	m a d a m ə	e1=ə	
1	lyceum	l j t͡ʃ e u m	e1=e	
1	lovelace	l o v ə l a t͡ʃ ə	e1=ə e2=ə	
1	literatura	l i t ə r a t u r a	e1=ə	
1	literate	l i t ə r a t e	e1=ə e2=e	
1	lisensi	l i s e n s i	e1=e	
1	liner	l i n e r	e1=e	
1	limpapeh	l i m p a p e h	e1=e	
1	lex	l e k s	e1=e	
1	leukemia	l e u k ə m i a	e1=e e2=ə	
1	letkol	l e t k o l	e1=e	
1	lester	l e s t e r	e1=e e2=e	
1	ler	l e r	e1=e	
1	lembang	l ə m b a ŋ	e1=ə	
1	lembab	l ə m b a b	e1=ə	
1	lema	l ə m a	e1=ə	
1	lekukan	l e k u k a n	e1=e	
1	lektin	l e k t i n	e1=e	
1	leksigram	l e k s i ɡ r a m	e1=e	
1	leksem	l e k s ə m	e1=e e2=ə	
1	lei	l e i	e1=e	
1	ledang	l ə d a ŋ	e1=ə	
1	led	l ə d	e1=ə	
1	lecet	l ə t͡ʃ e t	e1=ə e2=e	
1	lebuhraya	l ə b u h r a j a	e1=ə	
1	lebu	l ə b u	e1=ə	
1	leak	l e a k	e1=e	
1	layer	l a j ə r	e1=ə	
1	lautem	l a w t ə m	e1=ə	
1	laurence	l a u r ə n t͡ʃ e	e1=ə e2=e	
1	latter	l a t t e r	e1=e	
1	lane	l a n e	e1=e	
1	lancet	l a n t͡ʃ e t	e1=e	
1	lamakera	l a m a k ə r a	e1=ə	
1	lahane	l a h a n e	e1=e	
1	lager	l a ɡ ə r	e1=ə	
1	kutei	k u t e i	e1=e	
1	kupperman	k u p p e r m a n	e1=e	
1	kunsten	k u n s t e n	e1=e	
1	kudengar	k u d e ŋ a r	e1=e	
1	kubisme	k u b i s m ə	e1=ə	
1	kuberitahu	k u b e r i t a h u	e1=e	
1	kuaternion	k u a t ə r n i o n	e1=ə	
1	krustasea	k r u s t a s e a	e1=e	
1	krimea	k r i m e a	e1=e	
1	kreatifnya	k r e a t i f ɲ a	e1=e	
1	kreasionisme	k r e a s i o n i s m ə	e1=e e2=ə	
1	koteka	k o t e k a	e1=e	
1	kortikosteroid	k o r t i k o s t ə r o i d	e1=ə	
1	korean	k o r e a n	e1=e	
1	konvergensi	k o n v ə r ɡ e n s i	e1=ə e2=e	
1	konvergen	k o n v ə r ɡ e n	e1=ə e2=e	
1	kontinental	k o n t i n ə n t a l	e1=ə	
1	konsistensinya	k o n s i s t e n s i ɲ a	e1=e	
1	konsesinya	k o n s e s i ɲ a	e1=e	
1	konser	k o n s ə r	e1=ə	
1	konsepnya	k o n s ə p ɲ a	e1=ə	
1	konsentris	k o n s e n t r i s	e1=e	
1	konsensus	k o n s e n s u s	e1=e	
1	konseling	k o n s ə l i ŋ	e1=ə	
1	konsekuensinya	k o n s ə k u e n s i ɲ a	e1=ə e2=e	
1	konsekuensial	k o n s ə k u e n s i a l	e1=ə e2=e	
1	kongregasi	k o ŋ r e ɡ a s i	e1=e	
1	konawe	k o n a w ə	e1=ə	
1	komprehensi	k o m p r e h ə n s i	e1=e e2=ə	
1	komplek	k o m p l e k	e1=e	
1	kompeten	k o m p ə t e n	e1=ə e2=e	
1	komentator	k o m e n t a t o r	e1=e	
1	komentarnya	k o m e n t a r ɲ a	e1=e	
1	koleksinya	k o l e k s i ɲ a	e1=e	
1	kole	k o l e	e1=e	
1	koefisien	k u f i s i e n	?	
1	kluwer	k l u w ə r	e1=ə	
1	kluster	k l u s t ə r	e1=ə	
1	klaten	k l a t e n	e1=e	
1	klaster	k l a s t ə r	e1=ə	
1	kissinger	k i s s i ŋ ə r	e1=ə	
1	kinsale	k i n s a l e	e1=e	
1	kieng	k i ə ŋ	e1=ə	
1	keumala	k e u m a l a	e1=e	
1	ketumpangtindihan	k ə t u m p a ŋ t i n d i h a n	e1=ə	
1	keton	k ə t o n	e1=ə	
1	ketoasidosis	k ə t o a s i d o s i s	e1=ə	
1	ketidaktepatan	k ə t i d a ʔ t ə p a t a n	e1=ə e2=ə	
1	ketidakseimbangan	k ə t i d a k s e i m b a ŋ a n	e1=ə e2=e	
1	ketidakpuasan	k ə t i d a k p u a s a n	e1=ə	
1	ketidakkekalan	k ə t i d a ʔ k ə k a l a n	e1=ə e2=ə	
1	ketidakberesan	k ə t i d a k b ə r e s a n	e1=ə e2=ə e3=e	
1	keterpurukan	k ə t ə r p u r u k a n	e1=ə e2=ə	
1	keterasingan	k ə t ə r a s i ŋ a n	e1=ə e2=ə	
1	ketenger	k ə t e ŋ ə r	e1=ə e2=e e3=ə	
1	ketekunan	k ə t e k u n a n	e1=ə e2=e	
1	ketaksetujuan	k ə t a k s e t u d͡ʒ u a n	e1=ə e2=e	
1	kesalahpahaman	k ə s a l a h p a h a m a n	e1=ə	
1	keroncong	k ə r o n t͡ʃ o ŋ	e1=ə	
1	keritang	k ə r i t a ŋ	e1=ə	
1	keretapi	k ə r e t a p i	e1=ə e2=e	
1	keramologi	k ə r a m o l o ɡ i	e1=ə	
1	kerah	k ə r a h	e1=ə	
1	kepepatan	k ə p ə p a t a n	e1=ə e2=ə	
1	kenyon	k e n j o n	e1=e	
1	kenyir	k ə ɲ i r	e1=ə	
1	kenetralan	k ə n e t r a l a n	e1=ə e2=e	
1	kenekatan	k ə n e k a t a n	e1=ə e2=e	
1	kendang	k ə n d a ŋ	e1=ə	
1	kemudia	k ə m u d i a	e1=ə	
1	kemotrof	k ə m o t r o f	e1=ə	
1	kemi	k ə m i	e1=ə	
1	kementrian	k ə m ə n t r i a n	e1=ə e2=ə	
1	kemendikbud	k ə m ə n d i k b u d	e1=ə e2=ə	
1	kemelut	k ə m ə l u t	e1=ə e2=ə	
1	kemegahan	k ə m e ɡ a h a n	e1=ə e2=e	
1	kemantren	k ə m a n t r e n	e1=ə e2=e	
1	kemandekan	k ə m a n d e k a n	e1=ə e2=e	
1	kemah	k ə m a h	e1=ə	
1	kelud	k ə l u d	e1=ə	
1	kelon	k ə l o n	e1=ə	
1	keletihan	k ə l ə t i h a n	e1=ə e2=ə	
1	kelenteng	k ə l ə n t ə ŋ	e1=ə e2=ə e3=ə	
1	kekeliruan	k ə k ə l i r u a n	e1=ə e2=ə	
1	kejora	k ə d͡ʒ o r a	e1=ə	
1	keingintahuan	k ə i ŋ i n t a h u a n	e1=ə	
1	keeropaan	k ə ə r o p a a n	e1=ə e2=ə	
1	keduk	k ə d u k	e1=ə	
1	kedai	k ə d a j	e1=ə	
1	kecicang	k ə t͡ʃ i t͡ʃ a ŋ	e1=ə	
1	katekis	k a t ə k i s	e1=ə	
1	kategoris	k a t ə ɡ o r i s	e1=ə	
1	kastela	k a s t e l a	e1=e	
1	karangetang	k a r a ŋ ə t a ŋ	e1=ə	
1	karakteristiknya	k a r a k t ə r i s t i k ɲ a	e1=ə	
1	karakterisasi	k a r a k t ə r i s a s i	e1=ə	
1	kapsomer	k a p s o m e r	e1=e	
1	kanibalisme	k a n i b a l i s m ə	e1=ə	
1	kale	k a l e	e1=e	
1	kafeina	k a f e i n a	e1=e	
1	kabel	k a b ə l	e1=ə	
1	juruselamat	d͡ʒ u r u s ə l a m a t	e1=ə	
1	jurgensen	d͡ʒ u r ɡ e n s e n	e1=e e2=e	
1	jonge	d͡ʒ o ŋ e	e1=e	
1	jewawut	d͡ʒ e w a w u t	e1=e	
1	jerawat	d͡ʒ ə r a w a t	e1=ə	
1	jeratan	d͡ʒ ə r a t a n	e1=ə	
1	jeram	d͡ʒ ə r a m	e1=ə	
1	jeddah	d͡ʒ ə d d a h	e1=ə	
1	janger	d͡ʒ a ŋ ə r	e1=ə	
1	jambek	d͡ʒ a m b e k	e1=e	
1	jambe	d͡ʒ a m b ə	e1=ə	
1	jabodetabek	d͡ʒ a b o d e t a b ə k	e1=e e2=ə	
1	item	i t ə m	e1=ə	
1	isteri	i s t ə r i	e1=ə	
1	isolek	i s o l e k	e1=e	
1	isidore	i s i d o r e	e1=e	
1	investigator	i n v e s t i ɡ a t o r	e1=e	
1	interpolasi	i n t ə r p o l a s i	e1=ə	
1	interpol	i n t ə r p o l	e1=ə	
1	interogasi	i n t ə r o ɡ a s i	e1=ə	
1	internetnya	i n t ə r n e t ɲ a	e1=ə e2=e	
1	interlude	i n t ə r l u d ə	e1=ə e2=ə	
1	interfet	i n t ə r f e t	e1=ə e2=e	
1	interferon	i n t ə r f e r o n	e1=ə e2=e	
1	interdisiplin	i n t ə r d i s i p l i n	e1=ə	
1	inter	i n t ə r	e1=ə	
1	intensionalitas	i n t e n s i o n a l i t a s	e1=e	
1	intensifikasi	i n t e n s i f i k a s i	e1=e	
1	integer	i n t ə ɡ ə r	e1=ə e2=ə	
1	insufisiensi	i n s u f i s i e n s i	e1=e	
1	inlander	i n l a n d ə r	e1=ə	
1	inheren	i n h e r ə n	e1=e e2=ə	
1	influensial	i n f l u e n s i a l	e1=e	
1	influences	i n f l u e n t͡ʃ ə s	e1=e e2=ə	
1	inferior	i n f e r i o r	e1=e	
1	infektif	i n f e k t i f	e1=e	
1	infante	i n f a n t e	e1=e	
1	indonesi	i n d o n e s i	e1=e	
1	indigenos	i n d i ɡ e n o s	e1=e	
1	indie	i n d i ə	e1=ə	
1	inderagiri	i n d ə r a ɡ i r i	e1=ə	
1	imunogenisitas	i m u n o ɡ e n i s i t a s	e1=e	
1	impresionisme	i m p r e s i o n i s m ə	e1=e e2=ə	
1	importance	i m p o r t a n t͡ʃ ə	e1=ə	
1	imperfektif	i m p ə r f e k t i f	e1=ə e2=e	
1	ilegalitas	i l ə ɡ a l i t a s	e1=ə	
1	ijen	i d͡ʒ ə n	e1=ə	
1	idiolek	i d i o l e k	e1=e	
1	ideofon	i d e o f o n	e1=e	
1	ibuprofen	i b u p r o f e n	e1=e	
1	iberia	i b ə r i a	e1=ə	
1	hunter	h u n t e r	e1=e	
1	hotei	h o t e i	e1=e	
1	hossein	h o s s e j n	e1=e	
1	homoseksual	h o m o s ə k s u a l	e1=ə	
1	homogenisasi	h o m o ɡ e n i s a s i	e1=e	
1	homogenat	h o m o ɡ e n a t	e1=e	
1	homer	h o m ə r	e1=ə	
1	holmes	h o l m ə s	e1=ə	
1	historisisme	h i s t o r i s i s m ə	e1=ə	
1	hipoglikemia	h i p o ɡ l i k ə m i a	e1=ə	
1	hiperpigmentasi	h i p ə r p i ɡ m e n t a s i	e1=ə e2=e	
1	higienis	h i ɡ i e n i s	e1=e	
1	hidrotermal	h i d r o t ə r m a l	e1=ə	
1	herzen	h e r z e n	e1=e e2=e	
1	heryanto	h e r j a n t o	e1=e	
1	hertz	h ə r t z	e1=ə	
1	hersri	h e r s r i	e1=e	
1	herpesvirus	h e r p e s v i r u s	e1=e e2=e	
1	herodian	h e r o d i a n	e1=e	
1	hermeneutika	h ə r m ə n e u t i k a	e1=ə e2=ə e3=e	
1	herman	h e r m a n	e1=e	
1	herlambang	h e r l a m b a ŋ	e1=e	
1	herder	h e r d ə r	e1=e e2=ə	
1	hematologi	h e m a t o l o ɡ i	e1=e	
1	hemat	h e m a t	e1=e	
1	helisitas	h ə l i s i t a s	e1=ə	
1	heliport	h ə l i p o r t	e1=ə	
1	helikase	h e l i k a s ə	e1=e e2=ə	
1	helenis	h ə l ə n i s	e1=ə e2=ə	
1	helen	h ə l e n	e1=ə e2=e	
1	hegemoni	h e ɡ ə m o n i	e1=e e2=ə	
1	harmen	h a r m ə n	e1=ə	
1	happens	h a p p ə n s	e1=ə	
1	guatemala	ɡ u a t ə m a l a	e1=ə	
1	gritude	ɡ r i t u d ə	e1=ə	
1	gravel	ɡ r a v ə l	e1=ə	
1	grafitipers	ɡ r a f i t i p e r s	e1=e	
1	goresan	ɡ o r e s a n	e1=e	
1	golekan	ɡ o l e k a n	e1=e	
1	golden	ɡ o l d e n	e1=e	
1	gluten	ɡ l u t e n	e1=e	
1	girase	ɡ i r a s ə	e1=ə	
1	gersang	ɡ ə r s a ŋ	e1=ə	
1	gerokgak	ɡ ə r o k ɡ a ʔ	e1=ə	
1	gerindra	ɡ ə r i n d r a	e1=ə	
1	gerik	ɡ ə r i k	e1=ə	
1	geospasial	ɡ e o s p a s i a l	e1=e	
1	geosentris	ɡ e o s e n t r i s	e1=e e2=e	
1	geonim	ɡ e o n i m	e1=e	
1	geometrinya	ɡ e o m e t r i ɲ a	e1=e e2=e	
1	geometrical	ɡ e o m e t r i t͡ʃ a l	e1=e e2=e	
1	geolog	ɡ e o l o ɡ	e1=e	
1	geografinya	ɡ e o ɡ r a f i ɲ a	e1=e	
1	geografiana	ɡ e o ɡ r a f i a n a	e1=e	
1	genotip	ɡ e n o t i p	e1=e	
1	genomika	ɡ e n o m i k a	e1=e	
1	genitif	ɡ e n i t i f	e1=e	
1	genggong	ɡ e ŋ ɡ o ŋ	e1=e	
1	genetiknya	ɡ e n e t i k ɲ a	e1=e e2=e	
1	genetikawan	ɡ e n e t i k a w a n	e1=e e2=e	
1	genera	ɡ e n e r a	e1=e e2=e	
1	genekologi	ɡ e n e k o l o ɡ i	e1=e e2=e	
1	genealogis	ɡ e n e a l o ɡ i s	e1=e e2=e	
1	gempur	ɡ ə m p u r	e1=ə	
1	gemologi	ɡ ə m o l o ɡ i	e1=ə	
1	geminasi	ɡ ə m i n a s i	e1=ə	
1	gemetar	ɡ ə m ə t a r	e1=ə e2=ə	
1	gemar	ɡ ə m a r	e1=ə	
1	gelung	ɡ ə l u ŋ	e1=ə	
1	gelondongan	ɡ ə l o n d o ŋ a n	e1=ə	
1	gelanggi	ɡ ə l a ŋ ɡ i	e1=ə	
1	gelandangan	ɡ ə l a n d a ŋ a n	e1=ə	
1	gel	ɡ ə l	e1=ə	
1	gathering	ɡ a t h e r i ŋ	e1=e	
